Row ID,Order ID,Customer ID,Ship Mode,Order Date,Ship Date,period,Season,year,month,day_of_week,Coordinates,State,City,Segment,Sub-Category,Product ID,Product Name,Discount,Sales,Quantity,unit_value,Profit
1882,CA-2015-109512,LF-17185,Same Day,2015-03-05,2015-03-05,1031 days,Spring,2015,3,3,"(40.7128, -74.006)",New York,New York City,Consumer,Chairs,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",0.1,383.607,7,54.801,63.9345
1890,CA-2014-142587,TB-21520,First Class,2014-10-25,2014-10-22,1162 days,Fall,2014,10,5,"(40.4173, -82.9071)",Ohio,Fairfield,Consumer,Tables,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",0.4,409.59,3,136.53,-122.877
1900,CA-2014-169775,RA-19945,Second Class,2014-08-30,2014-09-02,1218 days,Summer,2014,8,5,"(27.9944, -81.7603)",Florida,Miami,Consumer,Tables,FUR-TA-10001857,Balt Solid Wood Rectangular Table,0.45,174.0585,3,58.0195,-110.7645
1904,CA-2017-167094,DK-12835,First Class,2017-10-21,2017-10-22,70 days,Fall,2017,10,5,"(43.8041, -120.5542)",Oregon,Springfield,Corporate,Chairs,FUR-CH-10000155,Global Comet Stacking Armless Chair,0.2,478.48,1,478.48,47.848
1909,CA-2015-157959,RW-19540,First Class,2015-02-03,2015-02-04,1061 days,Winter,2015,2,1,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Furnishings,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,0.0,136.92,4,34.23,41.076
1910,CA-2017-105886,DB-13660,Standard Class,2017-12-23,2017-12-23,7 days,Winter,2017,12,5,"(40.7128, -74.006)",New York,Oceanside,Consumer,Furnishings,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",0.0,18.96,2,9.48,8.532
1934,CA-2017-161200,SV-20365,Second Class,2017-08-06,2017-08-10,146 days,Summer,2017,8,6,"(30.9843, -91.9623)",Louisiana,Lafayette,Consumer,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,0.0,15.4,27,0.5703703703703704,7.392
1941,CA-2016-112109,JE-15715,Standard Class,2016-07-08,2016-07-12,540 days,Summer,2016,7,4,"(39.5501, -105.7821)",Colorado,Broomfield,Consumer,Chairs,FUR-CH-10004287,SAFCO Arco Folding Chair,0.2,662.88,3,220.96,74.574
1948,CA-2017-157987,AC-10615,Standard Class,2017-09-02,2017-09-06,119 days,Fall,2017,9,5,"(40.7128, -74.006)",New York,New York City,Corporate,Furnishings,FUR-FU-10001196,DAX Cubicle Frames - 8x10,0.0,11.54,2,5.77,3.462
1949,CA-2017-157987,AC-10615,Standard Class,2017-09-02,2017-09-06,119 days,Fall,2017,9,5,"(40.7128, -74.006)",New York,New York City,Corporate,Tables,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,0.4,254.526,1,254.526,-93.3262
1954,CA-2017-157987,AC-10615,Standard Class,2017-09-02,2017-09-06,119 days,Fall,2017,9,5,"(40.7128, -74.006)",Florida,New York City,Corporate,Chairs,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,0.1,1282.41,5,256.482,213.735
1980,CA-2016-112669,KT-16465,Same Day,2016-04-16,2016-04-14,623 days,Spring,2016,4,5,"(34.0489, -111.0937)",Arizona,Glendale,Consumer,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,0.2,933.536,4,233.384,105.0228
1985,CA-2014-164721,LW-16825,Second Class,2014-11-25,2014-11-27,1131 days,Fall,2014,11,1,"(36.7783, -119.4179)",California,Brentwood,Corporate,Furnishings,FUR-FU-10001940,Staple-based wall hangings,0.0,23.88,3,7.96,10.5072
2004,CA-2017-163510,JW-15955,Second Class,2017-12-25,2017-12-28,5 days,Winter,2017,12,0,"(37.8393, -84.27)",Kentucky,Louisville,Consumer,Chairs,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",0.0,304.45,5,60.89,76.1125
2024,CA-2016-168354,RH-19510,First Class,2016-09-19,2016-09-21,467 days,Fall,2016,9,0,"(41.5801, -71.4774)",Rhode Island,Providence,Home Office,Chairs,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",0.0,872.32,4,218.08,244.2496
2036,CA-2017-162481,CT-11995,Standard Class,2017-09-25,2017-09-29,96 days,Fall,2017,9,0,"(46.7296, -94.6859)",Minnesota,Rochester,Consumer,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",0.0,269.97,3,89.99000000000001,51.2943
2042,CA-2015-122287,SN-20560,Standard Class,2015-06-18,2015-06-23,926 days,Summer,2015,6,3,"(34.0489, -111.0937)",Arizona,Peoria,Home Office,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,0.2,75.36,5,15.072,20.724
2052,CA-2015-142237,CK-12595,First Class,2015-07-11,2015-07-13,903 days,Summer,2015,7,5,"(41.2033, -77.1945)",Pennsylvania,Philadelphia,Consumer,Chairs,FUR-CH-10003833,Novimex Fabric Task Chair,0.3,341.488,27,12.647703703703703,-73.176
2055,CA-2016-136434,RD-19480,Standard Class,2016-12-01,2016-12-07,394 days,Winter,2016,12,3,"(40.2672, -86.1349)",Indiana,Richmond,Consumer,Furnishings,FUR-FU-10001196,DAX Cubicle Frames - 8x10,0.0,17.31,3,5.77,5.193
2057,CA-2017-120376,TP-21130,First Class,2017-12-23,2017-12-25,7 days,Winter,2017,12,5,"(44.3148, -85.6024)",Michigan,Detroit,Consumer,Chairs,FUR-CH-10002335,Hon GuestStacker Chair,0.0,1586.69,7,226.67000000000002,412.5394
2059,CA-2017-120376,TP-21130,First Class,2017-12-23,2017-12-25,7 days,Winter,2017,12,5,"(44.3148, -85.6024)",Michigan,Detroit,Consumer,Tables,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,0.0,411.8,2,205.9,70.006
2070,CA-2015-133452,ZC-21910,Standard Class,2015-04-13,2015-04-19,992 days,Spring,2015,4,0,"(36.7783, -119.4179)",Ohio,Pomona,Consumer,Tables,FUR-TA-10003954,Hon 94000 Series Round Tables,0.2,710.832,3,236.944,-97.7394
2072,US-2017-110996,KA-16525,Standard Class,2017-11-20,2017-11-25,40 days,Fall,2017,11,0,"(36.7783, -119.4179)",California,Ontario,Consumer,Chairs,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,0.2,283.92,5,56.784000000000006,-46.137
2076,CA-2014-131051,TR-21325,Standard Class,2014-12-01,2014-12-05,1125 days,Winter,2014,12,0,"(36.7783, -119.4179)",Florida,San Francisco,Consumer,Furnishings,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",0.0,58.2,3,19.400000000000002,28.518
2082,CA-2015-120103,MS-17365,Standard Class,2015-12-24,2015-12-29,737 days,Winter,2015,12,3,"(34.0489, -111.0937)",Arizona,Phoenix,Consumer,Furnishings,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,0.2,7.712,2,3.856,1.7352
2092,CA-2017-166142,MM-17260,Standard Class,2017-07-15,2017-07-19,168 days,Summer,2017,7,5,"(38.9108, -75.5277)",Florida,Wilmington,Consumer,Tables,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,0.3,310.443,3,103.481,-48.7839
2093,CA-2014-145926,MP-17470,Standard Class,2014-11-17,2014-11-21,1139 days,Fall,2014,11,0,"(46.7296, -94.6859)",Florida,Moorhead,Home Office,Chairs,FUR-CH-10004289,Global Super Steno Chair,0.0,479.9,5,95.97999999999999,81.583
2103,CA-2014-123295,AH-10120,Same Day,2014-07-18,2014-07-18,1261 days,Summer,2014,7,4,"(34.0489, -111.0937)",Arizona,Tucson,Home Office,Chairs,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,0.2,259.136,4,64.784,-25.9136
2112,CA-2015-164882,SG-20080,Same Day,2015-10-31,2015-10-31,791 days,Fall,2015,10,5,"(36.7783, -119.4179)",California,Redlands,Consumer,Chairs,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",0.2,323.136,4,80.784,20.196
2116,CA-2015-164882,SG-20080,Same Day,2015-10-31,2015-10-31,791 days,Fall,2015,10,5,"(36.7783, -119.4179)",California,Redlands,Consumer,Bookcases,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,0.15,425.833,1,425.833,20.0392
2117,CA-2015-159786,RK-19300,Second Class,2015-10-17,2015-10-17,805 days,Fall,2015,10,5,"(40.7128, -74.006)",New York,Rochester,Consumer,Tables,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",0.4,209.67,1,209.67,-13.978
2122,CA-2017-158246,JB-15400,First Class,2017-11-09,2017-11-11,51 days,Fall,2017,11,3,"(36.7783, -119.4179)",California,Sunnyvale,Corporate,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",0.2,215.976,3,71.992,-2.6997
2123,CA-2017-167381,EH-14005,Second Class,2017-09-22,2017-09-24,99 days,Fall,2017,9,4,"(44.3148, -85.6024)",Michigan,Lansing,Home Office,Bookcases,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,0.0,241.96,2,120.98,41.1332
2128,CA-2015-134859,JK-16120,Standard Class,2015-10-04,2015-10-09,818 days,Fall,2015,10,6,"(41.2033, -77.1945)",Pennsylvania,Philadelphia,Home Office,Furnishings,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",0.2,64.944,3,21.648,6.4944
2132,US-2014-114188,RF-19345,Second Class,2014-05-20,2014-05-22,1320 days,Spring,2014,5,1,"(43.1939, -71.5724)",New Hampshire,Dover,Corporate,Furnishings,FUR-FU-10000076,24-Hour Round Wall Clock,0.0,139.86,7,19.98,60.1398
2137,CA-2015-156377,TB-21625,Standard Class,2016-01-02,2016-01-05,728 days,Winter,2016,1,5,"(31.9686, -99.9018)",Texas,Grand Prairie,Consumer,Furnishings,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",0.6,14.76,5,2.952,-11.439
2142,CA-2014-159520,GT-14635,Standard Class,2014-06-06,2014-06-11,1303 days,Summer,2014,6,4,"(40.7128, -74.006)",New York,Long Beach,Corporate,Tables,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0.4,991.764,3,330.588,-347.1174
2146,US-2016-152051,TS-21160,Standard Class,2016-06-25,2016-06-29,553 days,Summer,2016,6,5,"(41.2033, -77.1945)",Pennsylvania,York,Corporate,Chairs,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",0.3,422.058,3,140.686,-18.0882
2149,CA-2014-141607,WB-21850,Standard Class,2014-12-12,2014-12-17,1114 days,Winter,2014,12,4,"(36.7783, -119.4179)",Florida,Concord,Consumer,Furnishings,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,0.0,43.31,1,43.31,4.331
2151,US-2017-139969,AF-10870,Standard Class,2017-11-19,2017-11-26,41 days,Fall,2017,11,6,"(31.9686, -99.9018)",Texas,College Station,Consumer,Chairs,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,0.3,233.058,1,233.058,-53.2704
2155,US-2016-120460,BF-11170,Standard Class,2016-04-30,2016-05-05,609 days,Spring,2016,4,5,"(31.9686, -99.9018)",Texas,Dallas,Home Office,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,0.6,22.608,3,7.5360000000000005,-10.1736
2161,CA-2016-141019,LH-17155,Same Day,2016-05-14,2016-05-14,595 days,Spring,2016,5,5,"(40.4173, -82.9071)",Ohio,Cincinnati,Consumer,Furnishings,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.2,79.384,1,79.384,29.769
2166,CA-2016-154018,HA-14920,Standard Class,2016-10-15,2016-10-19,441 days,Fall,2016,10,5,"(31.9686, -99.9018)",Texas,Laredo,Consumer,Furnishings,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",0.6,139.92,5,27.983999999999998,-150.414
2172,US-2017-137491,LC-16930,Standard Class,2017-11-19,2017-11-25,41 days,Fall,2017,11,6,"(31.9686, -99.9018)",Texas,San Angelo,Corporate,Chairs,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",0.3,305.312,2,152.656,-8.7232
2182,CA-2016-128818,CJ-12010,Standard Class,2016-05-07,2016-05-11,602 days,Spring,2016,5,5,"(40.7128, -74.006)",New York,New York City,Consumer,Chairs,FUR-CH-10002084,Hon Mobius Operator's Chair,0.1,442.764,4,110.691,59.0352
2185,CA-2016-128818,CJ-12010,Standard Class,2016-05-07,2016-05-11,602 days,Spring,2016,5,5,"(40.7128, -74.006)",New York,New York City,Consumer,Furnishings,FUR-FU-10001940,Staple-based wall hangings,0.0,63.68,8,7.96,28.0192
2189,CA-2017-143063,IL-15100,Standard Class,2017-08-10,2017-08-15,142 days,Summer,2017,8,3,"(40.2672, -86.1349)",Indiana,Columbus,Consumer,Furnishings,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.0,121.3,2,60.65,25.473
2201,US-2014-165659,LT-17110,Standard Class,2014-06-01,2014-06-06,1308 days,Summer,2014,6,6,"(35.201, -91.8318)",Arkansas,Little Rock,Consumer,Furnishings,FUR-FU-10001935,3M Hangers With Command Adhesive,0.0,22.2,6,3.6999999999999997,9.102
2205,CA-2015-128860,SC-20725,Standard Class,2015-06-29,2015-07-05,915 days,Summer,2015,6,0,"(41.2033, -77.1945)",Pennsylvania,Lancaster,Consumer,Furnishings,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",0.2,20.104,1,20.104,1.7591
2213,CA-2017-107874,SW-20275,Standard Class,2017-11-21,2017-11-25,39 days,Fall,2017,11,1,"(40.7128, -74.006)",New York,New York City,Consumer,Furnishings,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,0.0,27.42,1,27.42,11.2422
2217,CA-2017-129378,NS-18505,First Class,2017-10-01,2017-10-02,90 days,Fall,2017,10,6,"(36.7783, -119.4179)",Ohio,San Jose,Consumer,Chairs,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",0.2,108.608,4,27.152,9.5032
2224,CA-2015-131884,DK-13375,Same Day,2015-12-06,2015-12-06,755 days,Winter,2015,12,6,"(40.4173, -82.9071)",Ohio,Marion,Consumer,Chairs,FUR-CH-10004860,Global Low Back Tilter Chair,0.3,70.686,1,70.686,-24.2352
2229,CA-2016-139157,GM-14680,Standard Class,2016-10-01,2016-10-05,455 days,Fall,2016,10,5,"(40.7128, -74.006)",Ohio,New York City,Consumer,Tables,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0.4,330.588,1,330.588,-115.7058
2232,CA-2017-157091,DB-13405,Standard Class,2017-06-26,2017-07-01,187 days,Summer,2017,6,0,"(40.2672, -86.1349)",Indiana,La Porte,Consumer,Furnishings,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,0.0,526.45,5,105.29,31.587
2257,CA-2016-164091,LA-16780,Standard Class,2016-09-17,2016-09-22,469 days,Fall,2016,9,5,"(45.2538, -69.4455)",Maine,Bangor,Corporate,Furnishings,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",0.0,109.48,2,54.74,33.9388
2275,CA-2014-157882,AR-10405,Second Class,2014-10-04,2014-10-08,1183 days,Fall,2014,10,5,"(36.7783, -119.4179)",California,Los Angeles,Corporate,Tables,FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,0.2,143.432,1,143.432,3.5858
2280,CA-2017-142622,JK-15625,First Class,2017-10-30,2017-11-02,61 days,Fall,2017,10,0,"(47.7511, -120.7401)",Washington,Seattle,Consumer,Chairs,FUR-CH-10003833,Novimex Fabric Task Chair,0.2,97.568,2,48.784,-6.098
2281,CA-2017-142622,JK-15625,First Class,2017-10-30,2017-11-02,61 days,Fall,2017,10,0,"(47.7511, -120.7401)",Washington,Seattle,Consumer,Chairs,FUR-CH-10004289,Global Super Steno Chair,0.2,614.272,8,76.784,-23.0352
2290,CA-2017-115154,RS-19420,First Class,2017-01-08,2017-01-11,356 days,Winter,2017,1,6,"(47.7511, -120.7401)",Washington,Seattle,Corporate,Tables,FUR-TA-10001950,Balt Solid Wood Round Tables,0.0,892.98,2,446.49,80.3682
2295,CA-2017-127929,FM-14215,Standard Class,2017-12-23,2017-12-27,7 days,Winter,2017,12,5,"(41.6032, -73.0877)",Florida,Middletown,Corporate,Furnishings,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.0,181.95,3,60.65,38.2095
2304,CA-2017-157931,MO-17800,Second Class,2017-09-23,2017-09-22,98 days,Fall,2017,9,5,"(32.1656, -82.9001)",Ohio,Roswell,Home Office,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,0.0,723.92,4,180.98,188.2192
2306,CA-2016-115574,BP-11185,First Class,2016-12-23,2016-12-24,372 days,Winter,2016,12,4,"(40.6331, -89.3985)",Illinois,Chicago,Corporate,Bookcases,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",0.3,141.372,2,70.686,-14.1372
2317,CA-2017-122035,EM-13825,Standard Class,2017-07-20,2017-07-25,163 days,Summer,2017,7,3,"(43.9695, -99.9018)",South Dakota,Sioux Falls,Corporate,Chairs,FUR-CH-10003833,Novimex Fabric Task Chair,0.0,182.94,3,60.98,27.441
2330,US-2015-147739,JD-16150,Standard Class,2015-12-25,2015-12-29,736 days,Winter,2015,12,4,"(41.2033, -77.1945)",Pennsylvania,Philadelphia,Corporate,Furnishings,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,0.2,547.136,4,136.784,-68.392
2342,US-2014-143231,GM-14455,First Class,2014-12-31,2015-01-03,1095 days,Winter,2014,12,2,"(42.4072, -71.3824)",Massachusetts,Franklin,Home Office,Furnishings,FUR-FU-10002501,Nu-Dell Executive Frame,0.0,63.2,5,12.64,23.384
2354,CA-2015-111514,SC-20260,First Class,2015-08-31,2015-09-02,852 days,Summer,2015,8,0,"(36.7783, -119.4179)",California,San Francisco,Corporate,Bookcases,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.15,1552.831,7,221.833,200.9546
2358,US-2014-148838,CP-12340,Standard Class,2014-03-17,2014-03-21,1384 days,Spring,2014,3,0,"(40.7128, -74.006)",New York,New York City,Corporate,Tables,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,0.4,2754.224428596918,23,119.748888199866,-447.5947
2359,US-2014-148838,CP-12340,Standard Class,2014-03-22,2014-03-21,1379 days,Spring,2014,3,5,"(40.7128, -74.006)",Florida,New York City,Corporate,Tables,FUR-TA-10001950,Balt Solid Wood Round Tables,0.4,1071.576,4,267.894,-553.6476
2360,US-2014-148838,CP-12340,Standard Class,2014-03-22,2014-03-21,1379 days,Spring,2014,3,5,"(40.7128, -74.006)",New York,New York City,Corporate,Tables,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",0.4,613.908,3,204.636,-122.7816
2364,US-2016-108637,AB-10060,Standard Class,2016-03-13,2016-03-18,657 days,Spring,2016,3,6,"(37.127156, -77.982101)",Virginia,Waynesboro,Home Office,Furnishings,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",0.0,127.88,2,63.94,40.9216
2367,CA-2014-102295,EH-13990,Second Class,2014-11-24,2014-11-26,1132 days,Fall,2014,11,0,"(36.7783, -119.4179)",California,Sacramento,Consumer,Chairs,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",0.2,120.712,1,120.712,-18.1068
2369,US-2016-129469,KL-16555,Standard Class,2016-09-24,2016-09-27,462 days,Fall,2016,9,5,"(40.4173, -82.9071)",Ohio,Fairfield,Corporate,Furnishings,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",0.2,532.704,6,88.78399999999999,-26.6352
2372,CA-2016-159940,BF-11020,Second Class,2016-07-07,2016-07-11,541 days,Summer,2016,7,3,"(40.6331, -89.3985)",Illinois,Aurora,Corporate,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,0.6,60.288,8,7.536,-27.1296
2375,CA-2016-159940,BF-11020,Second Class,2016-07-07,2016-07-11,541 days,Summer,2016,7,3,"(40.6331, -89.3985)",Illinois,Aurora,Corporate,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,0.3,253.372,2,126.686,-14.4784
2382,CA-2016-118052,BE-11455,Standard Class,2016-05-07,2016-05-10,602 days,Spring,2016,5,5,"(40.4173, -82.9071)",Ohio,Lorain,Home Office,Furnishings,FUR-FU-10004848,DAX Solid Wood Frames,0.2,54.712,7,7.816000000000001,11.6263
2393,US-2015-127040,SG-20605,Standard Class,2015-12-12,2015-12-10,749 days,Winter,2015,12,5,"(40.7128, -74.006)",New York,New York City,Consumer,Furnishings,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",0.0,113.92,4,28.48,42.1504
2410,CA-2017-155985,BE-11335,First Class,2017-03-23,2017-03-25,282 days,Spring,2017,3,3,"(36.7783, -119.4179)",California,San Francisco,Home Office,Furnishings,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,0.0,211.84,8,26.48,76.2624
2414,CA-2014-151295,JA-15970,Standard Class,2014-11-15,2014-11-16,1141 days,Fall,2014,11,5,"(36.7783, -119.4179)",California,Los Angeles,Consumer,Tables,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,0.2,629.064,3,209.688,31.4532
2415,CA-2016-156300,TB-21595,Standard Class,2016-12-29,2017-01-02,366 days,Winter,2016,12,3,"(43.7844, -88.7879)",Wisconsin,Milwaukee,Consumer,Chairs,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",0.0,754.45,5,150.89000000000001,60.356
2416,CA-2015-146087,PP-18955,Standard Class,2015-07-06,2015-07-11,908 days,Summer,2015,7,0,"(42.4072, -71.3824)",Massachusetts,Holyoke,Home Office,Bookcases,FUR-BO-10002824,Bush Mission Pointe Library,0.0,301.96,2,150.98,60.392
2426,US-2017-147669,SV-20935,Standard Class,2017-12-30,2017-12-30,0 days,Winter,2017,12,5,"(40.4173, -82.9071)",Ohio,Fairfield,Consumer,Tables,FUR-TA-10002645,Hon Rectangular Conference Tables,0.4,273.06,2,136.53,-104.673
2433,CA-2014-148586,AZ-10750,Standard Class,2014-03-25,2014-04-01,1376 days,Spring,2014,3,1,"(40.7128, -74.006)",Ohio,New York City,Consumer,Chairs,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",0.1,366.786,7,52.398,65.2064
2438,CA-2014-164210,PW-19240,Second Class,2014-11-18,2014-11-20,1138 days,Fall,2014,11,1,"(39.5501, -105.7821)",Texas,Louisville,Consumer,Tables,FUR-TA-10000849,Bevis Rectangular Conference Tables,0.5,145.98,2,72.99,-99.2664
2471,US-2016-135923,CM-11935,Standard Class,2016-01-23,2016-01-28,707 days,Winter,2016,1,5,"(35.7596, -79.0193)",Florida,Fayetteville,Consumer,Furnishings,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,0.2,14.272,8,1.784,4.2816
2494,CA-2016-146206,KT-16480,Second Class,2016-09-10,2016-09-14,476 days,Fall,2016,9,5,"(31.9686, -99.9018)",Texas,Houston,Consumer,Tables,FUR-TA-10004086,KI Adjustable-Height Table,0.3,300.93,5,60.186,-34.392
2496,CA-2014-136644,SC-20575,Standard Class,2014-06-16,2014-06-22,1293 days,Summer,2014,6,0,"(40.2672, -86.1349)",Indiana,Mishawaka,Consumer,Chairs,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",0.0,647.84,8,80.98,32.392
2507,CA-2014-143917,KL-16645,Second Class,2014-07-25,2014-07-27,1254 days,Summer,2014,7,4,"(36.7783, -119.4179)",California,San Francisco,Consumer,Furnishings,FUR-FU-10004351,Staple-based wall hangings,0.0,77.92,8,9.74,34.2848
2515,CA-2016-124506,BB-11545,Standard Class,2016-11-12,2016-11-17,413 days,Fall,2016,11,5,"(40.6331, -89.3985)",Illinois,Chicago,Corporate,Chairs,FUR-CH-10004540,Global Chrome Stack Chair,0.3,47.992,2,23.996,-2.0568
2518,CA-2017-123134,DW-13585,Standard Class,2017-05-02,2017-05-07,242 days,Spring,2017,5,1,"(40.0583, -74.4057)",New Jersey,Westfield,Corporate,Furnishings,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,0.0,129.93,3,43.31,12.993
2537,CA-2015-168746,SV-20365,Second Class,2015-01-31,2015-01-29,1064 days,Winter,2015,1,5,"(40.4173, -82.9071)",Ohio,Cleveland,Consumer,Chairs,FUR-CH-10000513,High-Back Leather Manager's Chair,0.3,181.986,2,90.993,-54.5958
2540,CA-2015-113404,EM-13810,Same Day,2015-07-16,2015-07-16,898 days,Summer,2015,7,3,"(36.7783, -119.4179)",California,San Francisco,Corporate,Chairs,FUR-CH-10003312,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,0.2,1348.704,6,224.784,-219.1644
2541,CA-2015-113404,EM-13810,Same Day,2015-07-16,2015-07-16,898 days,Summer,2015,7,3,"(36.7783, -119.4179)",California,San Francisco,Corporate,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,0.2,700.152,3,233.38400000000001,78.7671
2542,CA-2016-144792,KD-16615,Standard Class,2016-04-30,2016-05-04,609 days,Spring,2016,4,5,"(34.0489, -111.0937)",Arizona,Scottsdale,Corporate,Furnishings,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,0.2,111.888,7,15.984,22.3776
2544,US-2016-114174,AP-10720,Standard Class,2016-09-08,2016-09-14,478 days,Fall,2016,9,3,"(42.4072, -71.3824)",Massachusetts,Malden,Home Office,Bookcases,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",0.0,173.94,3,57.98,13.9152
2547,CA-2017-108070,JE-15745,Standard Class,2017-04-16,2017-04-20,258 days,Spring,2017,4,6,"(36.7783, -119.4179)",California,San Jose,Consumer,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,0.15,102.833,1,102.833,-6.049
2552,CA-2017-101042,AB-10105,Standard Class,2017-11-19,2017-11-23,41 days,Fall,2017,11,6,"(37.8393, -84.27)",Kentucky,Henderson,Consumer,Furnishings,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",0.0,821.88,6,136.98,213.6888
2568,CA-2017-123967,SF-20200,Second Class,2017-11-01,2017-11-03,59 days,Fall,2017,11,2,"(47.7511, -120.7401)",Washington,Bellingham,Consumer,Tables,FUR-TA-10003954,Hon 94000 Series Round Tables,0.0,1529.8845322908558,9,169.98717025453954,239.9058
2574,CA-2017-145128,SM-20320,Standard Class,2017-07-09,2017-07-14,174 days,Summer,2017,7,6,"(40.2672, -86.1349)",Indiana,Lafayette,Home Office,Furnishings,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,0.0,526.45,5,105.29,31.587
2584,US-2014-155502,SD-20485,Standard Class,2014-01-26,2014-01-31,1434 days,Winter,2014,1,6,"(37.127156, -77.982101)",Virginia,Alexandria,Home Office,Furnishings,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,0.0,12.42,3,4.14,4.4712
